prefix	input_text	target_text
multilabel classification	my heart dey bleed the rest of the game better cut i don dey plan transfer lexus money	negative
multilabel classification	my favorite ddnt even let the oppo phone shine for long phone wey just dey come up im scared for my mercy	negative
multilabel classification	i still feel na cyndi win this thing jare seyi wey dey use side wake	negative
multilabel classification	im sure my own is annoyed with me e don dey for the same spot since no increase no decrease wharra shame	negative
multilabel classification	if u like dey call everybody fool na urself u dey do we dey on our own oh no body ask u for money u just come scam us take our sleep	negative
multilabel classification	they would now be asking why small boy like me go dey use two phones just look at the stupid question omo me i dont want to talk to much na just to keep mute in front of them cause i sabi say na hunger dey cause all this embarrassment	negative
multilabel classification	na person wey get woman fit chop that kind food	negative
multilabel classification	abeg help me beg maazi ighalo jude make e help my life o i dey suffer gan you too i no mind if you help me o gtbank adeyemi peter	negative
multilabel classification	i seriously do not knw the second minute hour day week month year i will win any of and give away dey don dey post notification since but twitter will only notify me when the give away has ended	negative
multilabel classification	terrorists re perpetrating evils in broad day light dey walk freely wit it dey wax stronger evryday coz dey av access social amenities and evn amunitionsand we d law abiding and sane citizens re d preys yet our govts stil stand against us are we cursed	negative
multilabel classification	wey man go dey see bear like say e dey pepper soup joint i no do	negative
multilabel classification	lol makes sense resale value for here na shey first body ni shey ac dey work cos the mechanic sef no reliable	negative
multilabel classification	she no go o make i come tell you where everything spoil as we reach hospital past pm them put am outside dey use hand fan dey fan am every mins and light been dey inside the hospital but because we no dey around them do the babe anyhow omo we tumble the hospital eh guy	negative
